DEL komplett	DEL Schnittmenge	id0	url0	label0	label@fr0	label@de0	id1	url1	label1	label@fr1	label@de1	id2	url2	label2	label@fr2	label@de2	id3	url3	label3	label@fr3	label@de3	id4	url4	label4	label@fr4	label@de4
"Europe "		Q46	https://www.wikidata.org/wiki/Q46	Europe	Europe	Europa	Q185144	https://www.wikidata.org/wiki/Q185144	Europe	Europe	Europe	Q458	https://www.wikidata.org/wiki/Q458	European Union	Union européenne	Europäische Union	Q165170	https://www.wikidata.org/wiki/Q165170	Europa	Europe	Europa	Q27509	https://www.wikidata.org/wiki/Q27509	Central Europe	Europe centrale	Mitteleuropa
"Exclusif "		Q35798	https://www.wikidata.org/wiki/Q35798	executive branch	pouvoir exécutif	Exekutive	Q1383544	https://www.wikidata.org/wiki/Q1383544			Exclusif	Q3061842	https://www.wikidata.org/wiki/Q3061842		Exclusif		Q311784	https://www.wikidata.org/wiki/Q311784	clusivity	« nous » exclusif et inclusif	Inklusives und exklusives Wir	Q498186	https://www.wikidata.org/wiki/Q498186	exclusive or	fonction OU exclusif	Kontravalenz
"Fable "		Q693	https://www.wikidata.org/wiki/Q693	fable	fable	Fabel	Q944752	https://www.wikidata.org/wiki/Q944752	Fable	Fable	Fable	Q3737903	https://www.wikidata.org/wiki/Q3737903	Fable	Fable	Fable	Q97656849	https://www.wikidata.org/wiki/Q97656849	Fable	Fable		Q1214262	https://www.wikidata.org/wiki/Q1214262	Fable	Fable	Fable
"Famille "	famille	Q5029982	https://www.wikidata.org/wiki/Q5029982	Canadian Family Physician	Le Médecin de famille canadien		Q1570068	https://www.wikidata.org/wiki/Q1570068	Sans Famille	Sans famille	Sans famille	Q27717768	https://www.wikidata.org/wiki/Q27717768	Population et famille	Population et famille		Q8436	https://www.wikidata.org/wiki/Q8436	family	famille	Familie	Q35409	https://www.wikidata.org/wiki/Q35409	family	famille	Familie
"Fanatisme "		Q39074527	https://www.wikidata.org/wiki/Q39074527	Fanatisme	Fanatisme	Fanatisme	Q42189847	https://www.wikidata.org/wiki/Q42189847	Le Fanatisme des philosophes			Q489750	https://www.wikidata.org/wiki/Q489750	fanaticism	fanatisme	Fanatismus	Q58123868	https://www.wikidata.org/wiki/Q58123868	Fanatisme, croyances axiologiques extrêmes et rationalité			Q1431518	https://www.wikidata.org/wiki/Q1431518	Mahomet	Le Fanatisme ou Mahomet	Mahomet der Prophet
"Femmes de lettres et féminisme "		Q101638	https://www.wikidata.org/wiki/Q101638	Mary Wollstonecraft	Mary Wollstonecraft	Mary Wollstonecraft
"Féodalité "		Q42574693	https://www.wikidata.org/wiki/Q42574693	Lutte de Louis VI contre la petite féodalité	Lutte de Louis VI contre la petite féodalité	Lutte de Louis VI contre la petite féodalité	Q83177441	https://www.wikidata.org/wiki/Q83177441	Commune urbaine et féodalité en Italie du Nord : l'exemple de Padoue (Xe siècle-1237)			Q101089614	https://www.wikidata.org/wiki/Q101089614	Les Regnauld de La Soudière de la féodalité aux temps modernes			Q67201646	https://www.wikidata.org/wiki/Q67201646	Les fortifications de terre et la naissance de la féodalité dans le Cinglais			Q37739	https://www.wikidata.org/wiki/Q37739	feudalism	féodalité	Feudalismus
"Fête "	fête	Q17135873	https://www.wikidata.org/wiki/Q17135873	fête		Volksfest	Q16038	https://www.wikidata.org/wiki/Q16038	Le Fête	Le Fête	Le Fête	Q1177142	https://www.wikidata.org/wiki/Q1177142	Fête	Fête	Fête	Q1185399	https://www.wikidata.org/wiki/Q1185399	Fête galante	fête galante	Fête galante	Q29867	https://www.wikidata.org/wiki/Q29867	Jour de Fête	Jour de fête	Tatis Schützenfest
"Finances "		Q103890016	https://www.wikidata.org/wiki/Q103890016	organization's financials			Q3151643	https://www.wikidata.org/wiki/Q3151643	Inspection générale des finances	inspection générale des finances		Q73661834	https://www.wikidata.org/wiki/Q73661834	Finances			Q1416657	https://www.wikidata.org/wiki/Q1416657	Finance	Finance	Finanzwesen	Q1416512	https://www.wikidata.org/wiki/Q1416512	Ministry of the Economy, Finances and Industry	ministère de l'Économie et des Finances	Ministerium für Wirtschaft und Finanzen
"Foire "		Q16058370	https://www.wikidata.org/wiki/Q16058370	Foire	Foire	Foire	Q662072	https://www.wikidata.org/wiki/Q662072	Théâtre de la foire	théâtre de la foire	Pariser Jahrmarktstheater	Q17628396	https://www.wikidata.org/wiki/Q17628396	Foire aux oignons	Foire aux oignons	Foire aux oignons	Q3074818	https://www.wikidata.org/wiki/Q3074818	Foire Saint-Martin	Foire Saint-Martin	Foire Saint-Martin	Q653038	https://www.wikidata.org/wiki/Q653038	Foire Internationale d'Art Contemporain	Foire internationale d'art contemporain	Foire internationale d’art contemporain
"Foires et marchés "		Q93762377	https://www.wikidata.org/wiki/Q93762377		Foires et marchés au Monastier		Q19171211	https://www.wikidata.org/wiki/Q19171211		Foires et marchés		Q3204441	https://www.wikidata.org/wiki/Q3204441		L'Officiel des foires, marchés et brocantes	
Folie		Q3074956	https://www.wikidata.org/wiki/Q3074956	Folie	Folie	Folie	Q670685	https://www.wikidata.org/wiki/Q670685	Forêt-la-Folie	Forêt-la-Folie	Forêt-la-Folie	Q742808	https://www.wikidata.org/wiki/Q742808	La Folie	La Folie	La Folie	Q58869	https://www.wikidata.org/wiki/Q58869	Condé-Folie	Condé-Folie	Condé-Folie	Q845366	https://www.wikidata.org/wiki/Q845366	Hubert-Folie	Hubert-Folie	Hubert-Folie
"Fonction "	fonction	Q97768154	https://www.wikidata.org/wiki/Q97768154	cadres de la fonction publique	cadres de la fonction publique		Q7124287	https://www.wikidata.org/wiki/Q7124287	Page of the Backstairs	page de l'escalier		Q3075239	https://www.wikidata.org/wiki/Q3075239	Fonction logistique	Fonction logistique	Fonction logistique	Q16636517	https://www.wikidata.org/wiki/Q16636517	Fonction indicatrice	Fonction indicatrice	Fonction indicatrice	Q3075217	https://www.wikidata.org/wiki/Q3075217	Fonction de masse	Fonction de masse	Fonction de masse
"Force "		Q11402	https://www.wikidata.org/wiki/Q11402	force	force	Kraft	Q56070	https://www.wikidata.org/wiki/Q56070	Force, Marche	Force	Force	Q11223	https://www.wikidata.org/wiki/Q11223	United States Air Force	United States Air Force	United States Air Force	Q165862	https://www.wikidata.org/wiki/Q165862	Royal Air Force	Royal Air Force	Royal Air Force	Q217082	https://www.wikidata.org/wiki/Q217082	Internet Engineering Task Force	Internet Engineering Task Force	Internet Engineering Task Force
"Fortification "	fortification	Q57821	https://www.wikidata.org/wiki/Q57821	fortification	fortification	Befestigung	Q91203	https://www.wikidata.org/wiki/Q91203	sconce	retranchement	Schanze	Q5472629	https://www.wikidata.org/wiki/Q5472629	Fortification	Fortification		Q5472626	https://www.wikidata.org/wiki/Q5472626	Fortification	Fortification	Fortification	Q12797	https://www.wikidata.org/wiki/Q12797	star fort	fortification bastionnée	Trace italienne
"Franc-maçonnerie "		Q30025017	https://www.wikidata.org/wiki/Q30025017	Franc-maçonnerie	Franc-maçonnerie	Franc-maçonnerie	Q2597719	https://www.wikidata.org/wiki/Q2597719	Musée de la Franc-Maçonnerie	musée de la franc-maçonnerie		Q16665619	https://www.wikidata.org/wiki/Q16665619	musée belge de la franc-maçonnerie	musée belge de la franc-maçonnerie	musée belge de la franc-maçonnerie	Q55969725	https://www.wikidata.org/wiki/Q55969725	Alchimie, franc-maçonnerie et homéopathie			Q65646202	https://www.wikidata.org/wiki/Q65646202	La franc-maçonnerie à Alès au XVIIIe siècle		
"France "	france	Q47774	https://www.wikidata.org/wiki/Q47774	France national association football team	équipe de France de football	Französische Fußballnationalmannschaft	Q142	https://www.wikidata.org/wiki/Q142	France	France	Frankreich	Q70972	https://www.wikidata.org/wiki/Q70972	Kingdom of France	royaume de France	Königreich Frankreich	Q70802	https://www.wikidata.org/wiki/Q70802	French Third Republic	Troisième République française	Dritte Französische Republik	Q193563	https://www.wikidata.org/wiki/Q193563	Bibliothèque nationale de France	Bibliothèque nationale de France	Bibliothèque nationale de France
"Gaz "	gaz	Q28616	https://www.wikidata.org/wiki/Q28616	GAZ	GAZ	Gorkowski Awtomobilny Sawod	Q30067	https://www.wikidata.org/wiki/Q30067	Gaz	Gaz	GAZ	Q80825	https://www.wikidata.org/wiki/Q80825	Gaz	Gaz		Q856790	https://www.wikidata.org/wiki/Q856790	CS Gaz Metan Mediaș	CS Gaz Metan Mediaș	Gaz Metan Mediaș	Q1496601	https://www.wikidata.org/wiki/Q1496601	Gaz	gaz	Gaz
Génération	génération	Q31400965	https://www.wikidata.org/wiki/Q31400965	Génération.s	Génération.s	Génération⋅s	Q129781	https://www.wikidata.org/wiki/Q129781	first generation of video game consoles	histoire des consoles de jeux vidéo de première génération	erste Konsolengeneration	Q23005911	https://www.wikidata.org/wiki/Q23005911	Génération Foot	Génération Foot	AS Génération Foot	Q52382965	https://www.wikidata.org/wiki/Q52382965	Génération identitaire	Génération identitaire		Q961313	https://www.wikidata.org/wiki/Q961313	Génération 78	Génération 78	Génération 78
"Génie "	génie	Q104854669	https://www.wikidata.org/wiki/Q104854669	Génie	Génie		Q102212787	https://www.wikidata.org/wiki/Q102212787	Le génie lesbien	Le génie lesbien	Le génie lesbien	Q50885855	https://www.wikidata.org/wiki/Q50885855	Fernand Génie			Q2871213	https://www.wikidata.org/wiki/Q2871213	Auguste Génie	Auguste Génie	Auguste Génie	Q15510888	https://www.wikidata.org/wiki/Q15510888	Le Génie des alpages	Le Génie des alpages	
"Géographie "		Q2297128	https://www.wikidata.org/wiki/Q2297128	Société de Géographie	Société de géographie	Société de Géographie	Q2827284	https://www.wikidata.org/wiki/Q2827284	agrégation de géographie	agrégation de géographie		Q2850670	https://www.wikidata.org/wiki/Q2850670	Annales de géographie	Annales de géographie	Annales de géographie	Q24939606	https://www.wikidata.org/wiki/Q24939606	Société de géographie commerciale de Bordeaux	Société de géographie commerciale de Bordeaux	Société de géographie commerciale de Bordeaux	Q57487250	https://www.wikidata.org/wiki/Q57487250	The Géographie Universelle... but which Géographie Universelle ? / La Géographie Universelle... mais quelle Géographie Universelle ?		
"Géologie "		Q30025049	https://www.wikidata.org/wiki/Q30025049	Géologie	Géologie	Géologie	Q5625970	https://www.wikidata.org/wiki/Q5625970	Géologie Archipelago	Archipel de Pointe Géologie	Géologie-Archipel	Q1069	https://www.wikidata.org/wiki/Q1069	geology	géologie	Geologie	Q2399185	https://www.wikidata.org/wiki/Q2399185	Carnets Geol.	Carnets Geol.		Q18004037	https://www.wikidata.org/wiki/Q18004037	Leçons de géologie	Leçons de géologie (Delamétherie)	
"Géométrie "	géométrie	Q210113	https://www.wikidata.org/wiki/Q210113	La Géométrie	La Géométrie		Q55869396	https://www.wikidata.org/wiki/Q55869396	Géométrie algébrique et géométrie analytique			Q8087	https://www.wikidata.org/wiki/Q8087	geometry	géométrie	Geometrie	Q274808	https://www.wikidata.org/wiki/Q274808	Éléments de géométrie algébrique	Éléments de géométrie algébrique	Éléments de géométrie algébrique	Q911331	https://www.wikidata.org/wiki/Q911331	molecular geometry	géométrie moléculaire	Molekülstruktur
"Gothique "		Q11181787	https://www.wikidata.org/wiki/Q11181787	Gothique	Gothique	Gothique	Q176483	https://www.wikidata.org/wiki/Q176483	Gothic architecture	architecture gothique	gotische Architektur	Q1424591	https://www.wikidata.org/wiki/Q1424591	Suite Gothique	Suite Gothique	Suite gothique	Q22919769	https://www.wikidata.org/wiki/Q22919769	Maison gothique	maison gothique		Q14628603	https://www.wikidata.org/wiki/Q14628603	Fontaine gothique	fontaine gothique de Beblenheim	
"Goût "	goût	Q635031	https://www.wikidata.org/wiki/Q635031	Nohant-en-Goût	Nohant-en-Goût	Nohant-en-Goût	Q33283351	https://www.wikidata.org/wiki/Q33283351	Emmanuel Goût	Emmanuel Goût	Emmanuel Goût	Q105532759	https://www.wikidata.org/wiki/Q105532759	du Goût	du Goût		Q65373037	https://www.wikidata.org/wiki/Q65373037	Mayor of Nohant-en-Goût	maire de Nohant-en-Goût	Bürgermeister von Nohant-en-Goût	Q89418160	https://www.wikidata.org/wiki/Q89418160	Par Goût	Par Goût	
"Gouvernement "	gouvernement	Q4614523	https://www.wikidata.org/wiki/Q4614523	Gouvernement	Gouvernement	Gouvernement	Q30597171	https://www.wikidata.org/wiki/Q30597171	Gouvernement von Deutsch-Südwestafrika		Gouvernement von Deutsch-Südwestafrika	Q214094	https://www.wikidata.org/wiki/Q214094	Homs Governorate	Gouvernorat de Homs	Gouvernement Homs	Q319632	https://www.wikidata.org/wiki/Q319632	Beqaa Governorate	Bekaa	Bekaa	Q3112041	https://www.wikidata.org/wiki/Q3112041	Gouvernement Fico	Gouvernement Fico	Gouvernement Fico
"Grammaire "		Q2827281	https://www.wikidata.org/wiki/Q2827281	agrégation de grammaire	agrégation de grammaire	agrégation de grammaire	Q74878632	https://www.wikidata.org/wiki/Q74878632	Grammaire			Q50305203	https://www.wikidata.org/wiki/Q50305203	Grammaire typographique	Grammaire typographique	Grammaire typographique	Q3113371	https://www.wikidata.org/wiki/Q3113371	Grammaire égyptienne	Grammaire égyptienne		Q40856763	https://www.wikidata.org/wiki/Q40856763	Olivier Grammaire	Olivier Grammaire	Olivier Grammaire
"Grand Tour "	tour	Q6682302	https://www.wikidata.org/wiki/Q6682302	Grand Tour	Grand Tour	Grand Tour	Q866427	https://www.wikidata.org/wiki/Q866427	Grand Tour	Grand tour	Grand Tour	Q1205968	https://www.wikidata.org/wiki/Q1205968	Grand Tour	Grand tour	Grand Tour	Q21980653	https://www.wikidata.org/wiki/Q21980653	The Grand Tour	The Grand Tour	The Grand Tour	Q65071077	https://www.wikidata.org/wiki/Q65071077	Grand Tour		
"Gravure "	gravure	Q3115800	https://www.wikidata.org/wiki/Q3115800	Gravure	Gravure	Gravure	Q19205165	https://www.wikidata.org/wiki/Q19205165	Gravure	La Gravure	Gravure	Q1328668	https://www.wikidata.org/wiki/Q1328668	gravure idol	gravure idol		Q96329107	https://www.wikidata.org/wiki/Q96329107	Gravure			Q28466318	https://www.wikidata.org/wiki/Q28466318	Centre de la gravure et de l'image imprimée	Centre de la gravure et de l'image imprimée	Centre de la gravure et de l'image imprimée
"Grotesque "		Q218248	https://www.wikidata.org/wiki/Q218248	Grotesque	grotesque	Groteske	Q4039727	https://www.wikidata.org/wiki/Q4039727	Grotesque	Grotesque	Grotesque	Q30537317	https://www.wikidata.org/wiki/Q30537317	Modern Lineal Grotesque	Linéale grotesque	Amerikanische Grotesk	Q602812	https://www.wikidata.org/wiki/Q602812	Grotesque	Grotesque		Q15704034	https://www.wikidata.org/wiki/Q15704034	Grotesque	Le Visage de l'horreur	Groteske
Guerre, paix	"guerre, paix "	Q3329185	https://www.wikidata.org/wiki/Q3329185		musée Guerre et Paix en Ardennes		Q60029075	https://www.wikidata.org/wiki/Q60029075	Une enfance entre Guerre et Paix	Une enfance entre Guerre et Paix	Une enfance entre Guerre et Paix	Q40897688	https://www.wikidata.org/wiki/Q40897688	Guerre et Paix	Guerre et Paix		Q101084641	https://www.wikidata.org/wiki/Q101084641	Guerre et Paix	Guerre et Paix		Q101095613	https://www.wikidata.org/wiki/Q101095613	Guerre et Paix	Guerre et Paix	
"Harmonie et mélodie "		Q52084618	https://www.wikidata.org/wiki/Q52084618		Petit Manuel d’harmonie d’accompagnement de la basse chiffrée et réduction de la partition au piano, et de transposition musicale, contenant en outre, des règles pour parvenir à écrire la basse ou un accompagnement de piano sous toute espèce de mélodie	
"Hasard, nécessité "	hasard	Q228169	https://www.wikidata.org/wiki/Q228169	Chance and Necessity	Le Hasard et la Nécessité	Zufall und Notwendigkeit	Q38468487	https://www.wikidata.org/wiki/Q38468487	Non-coding transcription by RNA polymerase II in yeast: Hasard or nécessité?			Q2301186	https://www.wikidata.org/wiki/Q2301186	necessity	nécessité	Notwendigkeit	Q72583426	https://www.wikidata.org/wiki/Q72583426		Libre journal d'Henry de Lesquen du 27 mai 2013		Q72697743	https://www.wikidata.org/wiki/Q72697743		Libre journal d'Henry de Lesquen du 2 avril 2012	
"Héros "		Q3223517	https://www.wikidata.org/wiki/Q3223517	Héros	Le Héros	Héros	Q17630167	https://www.wikidata.org/wiki/Q17630167	Héros	Héros		Q5502477	https://www.wikidata.org/wiki/Q5502477	Héros	Héros	Héros	Q5502476	https://www.wikidata.org/wiki/Q5502476	Héros	Le Héros	Héros	Q41898245	https://www.wikidata.org/wiki/Q41898245	Héros	Héros	
"Histoire "	histoire	Q27715882	https://www.wikidata.org/wiki/Q27715882	Histoire (Paris, France)			Q13927798	https://www.wikidata.org/wiki/Q13927798	Histoire des Sciences Medicales	Histoire des sciences médicales		Q310011	https://www.wikidata.org/wiki/Q310011	Histoire	Histoire	Histoire	Q3362192	https://www.wikidata.org/wiki/Q3362192	panel Histoire de Paris	panneau Histoire de Paris	Pariser Geschichtstafel	Q3136537	https://www.wikidata.org/wiki/Q3136537	Histoire	Histoire	
"Histoire naturelle "		Q3138022	https://www.wikidata.org/wiki/Q3138022	Histoire naturelle	Histoire naturelle	Histoire naturelle	Q3138032	https://www.wikidata.org/wiki/Q3138032	Histoire Naturelle	Histoire naturelle		Q21606449	https://www.wikidata.org/wiki/Q21606449	Histoire naturelle			Q5898778	https://www.wikidata.org/wiki/Q5898778	Histoire Naturelle des Végétaux. Phanérogames		Histoire Naturelle des Végétaux. Phanérogames	Q5898780	https://www.wikidata.org/wiki/Q5898780	Histoire Naturelle des Îles Canaries	Histoire Naturelle des Îles Canaries	Histoire Naturelle des Îles Canaries
"Hollande "		Q157	https://www.wikidata.org/wiki/Q157	François Hollande	François Hollande	François Hollande	Q21493410	https://www.wikidata.org/wiki/Q21493410	Hollande	Hollande	Hollande	Q1175467	https://www.wikidata.org/wiki/Q1175467	Hollande	Hollande	Hollande	Q21515964	https://www.wikidata.org/wiki/Q21515964	André-Charles Hollande	André-Charles Hollande	André-Charles Hollande	Q16354870	https://www.wikidata.org/wiki/Q16354870	Georges Hollande	Georges Hollande	Georges Hollande
"Hongrie "		Q935429	https://www.wikidata.org/wiki/Q935429	Tour de Hongrie	Tour de Hongrie	Tour de Hongrie	Q55644321	https://www.wikidata.org/wiki/Q55644321	2018 Tour de Hongrie	Tour de Hongrie 2018		Q3263480	https://www.wikidata.org/wiki/Q3263480	Louis de Hongrie	Louis de Hongrie	Louis de Hongrie	Q3572501	https://www.wikidata.org/wiki/Q3572501	Yolande de Hongrie	Yolande de Hongrie	Yolande de Hongrie	Q85737171	https://www.wikidata.org/wiki/Q85737171	2020 Tour de Hongrie	Tour de Hongrie 2020	
